location,quran_word_id,word_text_uthmani,word_text_uthmani_simple,segment_id,segment_location,segment_number,segment_kind,segment_pos,segment_form_buckwalter,segment_form_arabic_normalized,segment_lemma_buckwalter,segment_lemma_id,segment_lemma_text,segment_root_buckwalter,segment_root_id,segment_root_text,current_word_head_stem_id,current_word_head_stem_text,primary_stem_segment_id,primary_stem_segment_number,primary_stem_pos,primary_stem_form_arabic_normalized,primary_stem_lemma_id,primary_stem_lemma_text,primary_stem_root_id,primary_stem_root_text,mechanical_candidate_stem_id,mechanical_candidate_stem_text,mechanical_candidate_match_method,mechanical_candidate_is_same_as_head_stem,mechanical_candidate_is_existing_stem,candidate_status,risk_flags,review_decision,reviewed_stem_id,reviewed_stem_text,review_notes,stem_segments_summary
2:134:13,2526,عَمَّا,عما,44350,2:134:13:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,44349,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:137:11,2588,فَإِنَّمَا,فانما,44443,2:137:11:3,3,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,44442,2,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=3;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
2:140:20,2643,مِمَّن,ممن,44564,2:140:20:2,2,STEM,REL,m~an,مَّن,man,130,مِن,,,,816,مِ,44563,1,P,مِ,130,مِن,,,1220,مَّن,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّن;lemma=130/مِن;root=-/-}
2:140:29,2652,عَمَّا,عما,44577,2:140:29:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,44576,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:141:13,2667,عَمَّا,عما,44601,2:141:13:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,44600,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:143:24,2716,مِمَّن,ممن,44679,2:143:24:2,2,STEM,REL,m~an,مَّن,man,130,مِن,,,,816,مِ,44678,1,P,مِ,130,مِن,,,1220,مَّن,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّن;lemma=130/مِن;root=-/-}
2:144:33,2771,عَمَّا,عما,44768,2:144:33:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,44767,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:149:16,2865,عَمَّا,عما,44921,2:149:16:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,44920,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:150:15,2882,لِئَلَّا,لئلا,44981,2:150:15:3,3,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,10279,ئَ,44980,2,SUB,ئَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=2;pos=SUB;form=ئَ;lemma=462/أَن;root=-/-} P2{n=3;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
2:168:4,3192,مِمَّا,مما,45522,2:168:4:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,45521,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:169:1,3206,إِنَّمَا,انما,45531,2:169:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,45530,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
2:173:1,3275,إِنَّمَا,انما,45654,2:173:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,45653,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
2:181:6,3479,فَإِنَّمَآ,فانما,46034,2:181:6:3,3,STEM,PREV,maA^,مَآ,maA,4,مَا,,,,12,إِنَّ,46033,2,ACC,إِنَّ,11,إِنّ,,,90,مَآ,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=3;pos=PREV;form=مَآ;lemma=4/مَا;root=-/-}
2:202:4,4017,مِّمَّا,مما,46947,2:202:4:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,46946,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:213:17,4212,فِيمَا,فيما,47269,2:213:17:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,47268,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
2:229:13,4645,مِمَّآ,مما,47999,2:229:13:2,2,STEM,REL,m~aA^,مَّآ,maA,4,مَا,,,,816,مِ,47998,1,P,مِ,130,مِن,,,1154,مَّآ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّآ;lemma=4/مَا;root=-/-}
2:229:19,4651,أَلَّا,الا,48009,2:229:19:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,48008,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
2:229:25,4657,أَلَّا,الا,48020,2:229:25:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,48019,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
2:229:32,4664,فِيمَا,فيما,48033,2:229:32:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,48032,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
2:234:17,4872,فِيمَا,فيما,48415,2:234:17:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,48414,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
2:235:4,4885,فِيمَا,فيما,48499,2:235:4:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,48498,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
2:246:29,5144,أَلَّا,الا,48874,2:246:29:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,48873,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
2:246:34,5149,أَلَّا,الا,48885,2:246:34:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,48884,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
2:248:15,5229,مِّمَّا,مما,49004,2:248:15:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,49003,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:251:12,5334,مِمَّا,مما,49201,2:251:12:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,49200,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:254:5,5418,مِمَّا,مما,49360,2:254:5:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,49359,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:264:32,5782,مِّمَّا,مما,49913,2:264:32:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,49912,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
2:267:9,5862,وَمِمَّآ,ومما,50088,2:267:9:3,3,STEM,REL,m~aA^,مَّآ,maA,4,مَا,,,,816,مِ,50087,2,P,مِ,130,مِن,,,1154,مَّآ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=2;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=3;pos=REL;form=مَّآ;lemma=4/مَا;root=-/-}
2:275:17,6046,إِنَّمَا,انما,50393,2:275:17:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,50392,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
2:282:62,6232,مِمَّن,ممن,50779,2:282:62:2,2,STEM,REL,m~an,مَّن,man,130,مِن,,,,816,مِ,50778,1,P,مِ,130,مِن,,,1220,مَّن,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّن;lemma=130/مِن;root=-/-}
2:282:94,6264,أَلَّا,الا,50833,2:282:94:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,50832,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
2:282:106,6276,أَلَّا,الا,50644,2:282:106:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,50643,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
3:20:21,6791,فَإِنَّمَا,فانما,70176,3:20:21:3,3,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,70175,2,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=3;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
3:26:11,6892,مِمَّن,ممن,70331,3:26:11:2,2,STEM,REL,m~an,مَّن,man,130,مِن,,,,816,مِ,70330,1,P,مِ,130,مِن,,,1220,مَّن,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّن;lemma=130/مِن;root=-/-}
3:41:8,7196,أَلَّا,الا,70833,3:41:8:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,70832,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
3:47:19,7299,فَإِنَّمَا,فانما,70963,3:47:19:3,3,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,70962,2,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=3;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
3:55:27,7450,فِيمَا,فيما,71240,3:55:27:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,71239,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
3:64:10,7571,أَلَّا,الا,71444,3:64:10:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,71443,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
3:66:4,7613,فِيمَا,فيما,71540,3:66:4:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,71539,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
3:66:10,7619,فِيمَا,فيما,71521,3:66:10:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,71520,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
3:92:6,8098,مِمَّا,مما,72396,3:92:6:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,72395,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
3:99:18,8225,عَمَّا,عما,72556,3:99:18:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,72555,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
3:155:8,9230,إِنَّمَا,انما,68606,3:155:8:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,68605,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
3:157:13,9294,مِّمَّا,مما,68677,3:157:13:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,68676,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
3:170:14,9535,أَلَّا,الا,69102,3:170:14:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,69101,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
3:175:1,9604,إِنَّمَا,انما,69223,3:175:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,69222,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
